wellname	depth	rop	wob	rpm	torque	spp	flwpmps
TestWell #3	5648	1.55	7.99	84	2881	1365	272
TestWell #3	5649	1.84	6.45	87	2622	1356	272
TestWell #3	5650	1.37	8.96	87	2811	1358	272
TestWell #3	5651	1.26	8.24	87	2724	1360	271
TestWell #3	5652	1.27	8.25	88	2696	1354	271
TestWell #3	5653	1.47	7.37	87	2374	1361	272
TestWell #3	5654	1.14	7.47	89	2330	1357	271
TestWell #3	5655	1.86	7.93	88	2589	1356	271
TestWell #3	5656	1.73	8.78	87	2416	1362	271
TestWell #3	5657	1.56	8.22	84	2426	1366	273
TestWell #3	5658	1.97	8.38	86	2450	1367	271
TestWell #3	5659	1.87	7.55	86	2249	1363	272
TestWell #3	5660	1.47	8.61	88	2348	1362	271
TestWell #3	5661	1.87	8.14	87	2321	1357	272
TestWell #3	5662	1.84	8.66	86	2232	1361	272
TestWell #3	5663	1.78	8.33	85	2118	1363	272
TestWell #3	5664	1.80	7.58	86	2207	1364	271
TestWell #3	5665	1.46	8.24	87	2132	1363	271
TestWell #3	5666	1.09	7.23	88	2201	1360	272
TestWell #3	5667	1.62	7.87	89	2199	1368	274
TestWell #3	5668	1.81	6.35	89	2218	1374	274
TestWell #3	5669	1.03	7.44	92	2182	1366	272
TestWell #3	5670	1.29	7.59	92	2153	1369	273
TestWell #3	5671	1.36	7.65	96	2263	1361	275
TestWell #3	5672	1.88	7.29	88	2268	1385	275
TestWell #3	5673	1.43	7.55	93	2183	1378	274
TestWell #3	5674	1.66	7.07	88	2270	1378	274
TestWell #3	5675	1.85	7.79	97	2160	1367	272
TestWell #3	5676	1.97	7.42	94	2235	1370	275
TestWell #3	5677	1.90	6.35	95	2293	1385	276
TestWell #3	5678	1.11	6.31	98	2290	1391	275
TestWell #3	5679	1.43	7.35	100	2306	1393	275
TestWell #3	5680	1.02	7.10	97	2324	1391	276
TestWell #3	5681	1.88	7.45	96	2341	1390	275
TestWell #3	5682	1.95	7.93	98	2313	1392	276
TestWell #3	5683	1.72	7.40	98	2342	1398	275
TestWell #3	5684	1.30	7.86	97	2311	1393	276
TestWell #3	5685	1.17	7.86	97	2344	1393	275
TestWell #3	5686	1.35	7.74	97	2315	1395	276
TestWell #3	5687	1.38	7.56	96	2350	1392	275
TestWell #3	5688	1.58	7.04	97	2385	1394	274
TestWell #3	5689	1.13	7.04	97	2366	1394	275
TestWell #3	5690	1.54	7.80	97	2391	1395	275
TestWell #3	5691	1.22	7.07	96	2373	1398	275
TestWell #3	5692	1.01	8.01	97	2381	1401	274
TestWell #3	5693	1.68	7.30	98	2392	1402	275
TestWell #3	5694	1.69	7.70	96	2412	1402	274
TestWell #3	5695	1.40	7.93	97	2406	1398	275
TestWell #3	5696	1.07	7.73	97	2400	1397	275
TestWell #3	5697	1.27	7.49	98	2411	1395	274
TestWell #3	5698	1.82	7.02	96	2410	1396	277
TestWell #3	5699	1.32	7.23	98	2488	1397	277
TestWell #3	5700	1.93	7.26	96	2402	1398	276
TestWell #3	5701	1.22	6.75	99	2453	1392	274
TestWell #3	5702	1.96	7.90	99	2500	1401	276
TestWell #3	5703	1.46	7.78	101	2489	1406	274
TestWell #3	5704	1.63	7.44	97	2514	1407	276
TestWell #3	5705	1.45	7.19	99	2477	1401	274
TestWell #3	5706	1.62	7.96	100	2518	1400	275
TestWell #3	5707	1.82	7.65	96	2533	1420	279
TestWell #3	5708	1.22	7.09	98	2532	1401	276
TestWell #3	5709	1.55	7.11	101	2536	1400	276
TestWell #3	5710	1.45	6.02	102	2532	1399	274
TestWell #3	5711	1.37	7.63	103	2534	1400	274
TestWell #3	5712	1.51	7.83	102	2532	1416	275
TestWell #3	5713	1.14	7.59	102	2527	1411	274
TestWell #3	5714	1.44	7.68	101	2526	1404	274
TestWell #3	5715	1.24	7.52	101	2523	1410	275
TestWell #3	5716	1.79	7.28	103	2533	1411	275
TestWell #3	5717	1.84	7.17	102	2530	1410	276
TestWell #3	5718	1.95	7.80	101	2534	1409	275
TestWell #3	5719	1.91	7.90	102	2528	1411	275
TestWell #3	5720	1.23	7.70	102	2531	1413	274
TestWell #3	5721	1.74	7.64	102	2529	1416	275
TestWell #3	5722	1.39	8.65	102	2518	1416	275
TestWell #3	5723	1.91	8.70	101	2528	1416	275
TestWell #3	5724	1.26	7.74	102	2529	1406	278
TestWell #3	5725	1.96	7.33	102	2536	1414	274
TestWell #3	5726	1.89	8.80	101	2526	1410	275
TestWell #3	5727	1.37	7.90	102	2527	1412	275
TestWell #3	5728	1.42	7.33	103	2525	1413	274
TestWell #3	5729	1.88	7.21	101	2532	1413	275
TestWell #3	5730	1.42	7.65	100	2534	1400	272
TestWell #3	5731	1.13	7.11	100	2530	1380	272
TestWell #3	5732	1.32	7.53	99	2523	1386	274
TestWell #3	5733	1.12	7.36	99	2530	1382	278
TestWell #3	5734	1.93	7.41	101	2517	1399	272
TestWell #3	5735	1.38	8.99	101	2519	1403	273
TestWell #3	5736	1.30	7.18	100	2513	1396	273
TestWell #3	5737	1.37	7.91	101	2514	1409	272
TestWell #3	5738	1.17	7.59	99	2535	1398	273
TestWell #3	5739	1.72	6.14	100	2528	1369	273
TestWell #3	5740	1.09	7.23	101	2524	1397	272
TestWell #3	5741	1.86	7.46	99	2508	1398	271
TestWell #3	5742	1.03	7.74	98	2519	1381	272
TestWell #3	5743	1.37	7.99	100	2508	1394	272
TestWell #3	5744	1.05	7.03	99	2507	1394	272
TestWell #3	5745	1.48	7.25	98	2506	1393	271
TestWell #3	5746	1.19	7.59	100	2503	1393	272
TestWell #3	5747	1.07	7.10	99	2513	1411	273
TestWell #3	5748	1.76	6.83	101	2508	1407	271
TestWell #3	5749	1.69	7.35	101	2501	1409	271
TestWell #3	5750	1.56	7.92	99	2499	1417	272
TestWell #3	5751	1.83	7.88	98	2506	1408	271
TestWell #3	5752	1.02	7.13	98	2501	1411	271
TestWell #3	5753	1.89	7.51	98	2494	1417	272
TestWell #3	5754	1.19	7.09	98	2498	1414	271
TestWell #3	5755	1.04	7.52	98	2495	1409	273
TestWell #3	5756	1.76	8.32	98	2498	1412	271
TestWell #3	5757	1.55	7.55	97	2498	1412	272
TestWell #3	5758	1.35	7.93	98	2497	1409	271
TestWell #3	5759	1.10	7.85	97	2565	1410	272
TestWell #3	5760	1.68	7.67	95	2545	1404	265
TestWell #3	5761	1.93	7.09	89	2539	1397	271
TestWell #3	5762	1.73	7.89	97	2494	1388	273
TestWell #3	5763	1.59	7.93	95	2526	1384	273
TestWell #3	5764	1.44	7.37	94	2525	1400	271
TestWell #3	5765	1.87	7.53	95	2537	1392	271
TestWell #3	5766	1.24	7.35	96	2547	1386	272
TestWell #3	5767	1.57	7.06	92	2502	1386	273
TestWell #3	5768	1.01	7.17	95	2584	1394	271
TestWell #3	5769	1.43	7.41	96	2565	1366	271
TestWell #3	5770	1.71	7.80	89	2557	1371	270
TestWell #3	5771	1.71	7.97	89	2572	1372	272
TestWell #3	5772	1.76	7.37	95	2546	1364	272
TestWell #3	5773	1.35	7.88	94	2556	1387	272
TestWell #3	5774	1.27	7.36	94	2555	1379	273
TestWell #3	5775	1.96	7.81	96	2567	1380	273
TestWell #3	5776	1.27	7.23	93	2558	1376	274
TestWell #3	5777	1.67	7.97	97	2572	1384	272
TestWell #3	5778	1.37	7.14	96	2563	1382	273
TestWell #3	5779	1.83	8.34	98	2571	1386	272
TestWell #3	5780	1.38	8.00	98	2588	1389	273
TestWell #3	5781	1.39	7.62	98	2587	1400	273
TestWell #3	5782	1.59	7.83	98	2586	1390	272
TestWell #3	5783	1.73	7.42	98	2585	1398	272
TestWell #3	5784	1.01	8.12	97	2578	1394	272
TestWell #3	5785	1.49	7.41	98	2615	1406	273
TestWell #3	5786	1.95	8.89	98	2588	1386	273
TestWell #3	5787	1.68	8.56	97	2598	1408	272
TestWell #3	5788	1.02	8.41	98	2605	1404	273
TestWell #3	5789	1.56	7.67	98	2598	1400	273
TestWell #3	5790	1.25	7.32	98	2643	1408	273
TestWell #3	5791	1.60	5.28	98	2856	1389	272
TestWell #3	5792	1.71	5.25	97	3013	1378	273
TestWell #3	5793	1.17	7.02	97	3147	1384	273
TestWell #3	5794	1.67	7.57	97	3094	1359	272
TestWell #3	5795	1.83	7.72	101	3008	1340	271
TestWell #3	5796	1.74	7.14	99	2988	1356	271
TestWell #3	5797	1.82	8.07	101	3148	1370	269
TestWell #3	5798	1.57	7.79	98	2799	1393	268
TestWell #3	5799	1.04	7.60	100	2820	1376	271
TestWell #3	5800	1.48	6.76	96	3259	1336	269
TestWell #3	5801	1.86	6.92	101	3285	1342	274
TestWell #3	5802	1.04	7.47	99	3274	1353	271
TestWell #3	5803	1.66	7.11	101	3279	1338	270
TestWell #3	5804	1.78	7.56	102	3291	1345	270
TestWell #3	5805	1.35	7.09	102	3287	1340	269
TestWell #3	5806	1.05	7.74	102	3293	1343	268
TestWell #3	5807	1.35	7.88	101	3277	1340	269
TestWell #3	5808	1.14	7.23	101	3293	1340	268
TestWell #3	5809	1.09	8.00	102	3290	1336	269
TestWell #3	5810	1.92	7.05	101	3286	1345	275
TestWell #3	5811	1.90	7.94	101	3282	1349	271
TestWell #3	5812	1.91	7.61	99	3284	1349	269
TestWell #3	5813	1.48	7.05	101	3299	1344	269
TestWell #3	5814	1.64	7.01	102	3301	1362	267
TestWell #3	5815	1.76	7.61	101	3300	1361	268
TestWell #3	5816	1.55	7.76	100	3298	1360	268
TestWell #3	5817	1.70	7.04	101	3299	1360	269
TestWell #3	5818	1.94	7.84	102	3295	1356	268
TestWell #3	5819	1.56	8.39	101	3287	1355	275
TestWell #3	5820	1.33	7.13	99	3296	1350	273
TestWell #3	5821	1.19	8.15	99	3293	1368	268
TestWell #3	5822	1.84	7.55	101	3303	1366	268
TestWell #3	5823	1.39	4.94	97	3322	1376	274
TestWell #3	5824	1.37	6.05	99	3310	1372	271
TestWell #3	5825	1.22	7.45	96	3311	1360	272
TestWell #3	5826	1.25	7.05	97	3307	1378	271
TestWell #3	5827	1.43	7.44	100	3319	1380	269
TestWell #3	5828	1.53	6.11	101	3311	1368	270
TestWell #3	5829	1.88	7.04	100	3303	1367	272
TestWell #3	5830	1.97	7.94	99	3331	1379	268
TestWell #3	5831	1.80	7.98	102	3356	1376	270
TestWell #3	5832	1.20	4.67	98	3340	1387	278
TestWell #3	5833	1.64	6.42	97	3328	1383	274
TestWell #3	5834	1.44	7.37	97	3338	1394	274
TestWell #3	5835	1.61	7.01	98	3330	1388	273
TestWell #3	5836	1.63	7.12	100	3334	1394	275
TestWell #3	5837	1.18	6.36	100	3354	1391	275
TestWell #3	5838	1.71	7.05	99	3346	1386	274
TestWell #3	5839	1.06	7.52	101	3344	1396	273
TestWell #3	5840	1.29	7.19	101	3351	1400	274
TestWell #3	5841	1.73	7.44	101	3356	1396	275
TestWell #3	5842	1.99	7.31	101	3352	1392	273
TestWell #3	5843	1.53	7.41	100	3362	1401	275
TestWell #3	5844	1.44	7.57	99	3365	1395	273
TestWell #3	5845	1.83	7.97	99	3374	1403	274
TestWell #3	5846	1.87	7.66	99	3366	1398	274
TestWell #3	5847	1.53	7.94	101	3378	1403	275
TestWell #3	5848	1.10	7.37	100	3357	1398	273
TestWell #3	5849	1.77	7.27	101	3374	1404	274
TestWell #3	5850	1.75	7.89	101	3373	1404	275
TestWell #3	5851	1.25	7.80	101	3385	1406	274
TestWell #3	5852	1.75	7.24	99	3404	1404	273
TestWell #3	5853	1.08	7.04	100	3410	1404	273
TestWell #3	5854	1.08	6.60	100	3476	1402	274
TestWell #3	5855	1.19	6.23	98	3467	1397	274
TestWell #3	5856	1.85	6.64	100	3514	1403	272
TestWell #3	5857	1.85	6.75	101	3478	1389	273
TestWell #3	5858	1.17	6.48	100	3491	1404	273
TestWell #3	5859	1.92	6.58	101	3442	1395	274
TestWell #3	5860	1.78	6.62	102	3465	1406	273
TestWell #3	5861	1.67	6.82	102	3514	1405	273
TestWell #3	5862	1.48	6.29	101	3516	1401	274
TestWell #3	5863	1.94	6.61	100	3528	1401	271
TestWell #3	5864	1.52	5.39	101	3519	1394	270
TestWell #3	5865	1.09	5.90	101	3536	1387	273
TestWell #3	5866	1.06	5.40	102	3514	1401	273
TestWell #3	5867	1.09	6.52	99	3519	1390	272
TestWell #3	5868	1.74	6.70	100	3538	1395	272
TestWell #3	5869	1.23	6.24	99	3533	1400	272
TestWell #3	5870	1.28	6.45	101	3546	1404	273
TestWell #3	5871	1.20	5.59	102	3551	1398	272
TestWell #3	5872	1.01	6.20	101	3544	1393	272
TestWell #3	5873	1.68	6.35	101	3558	1399	273
TestWell #3	5874	1.26	6.08	101	3570	1400	272
TestWell #3	5875	1.84	6.52	101	3568	1399	273
TestWell #3	5876	1.33	6.88	101	3562	1401	272
TestWell #3	5877	1.99	6.63	101	3552	1401	272
TestWell #3	5878	1.80	6.74	102	3559	1403	272
TestWell #3	5879	1.75	6.49	101	3560	1405	273
TestWell #3	5880	1.09	5.39	100	3567	1401	272
TestWell #3	5881	1.27	6.96	102	3578	1405	272
TestWell #3	5882	1.36	6.15	101	3582	1406	271
TestWell #3	5883	1.75	6.58	101	3594	1397	273
TestWell #3	5884	1.36	6.46	102	3600	1403	273
TestWell #3	5885	1.53	6.43	101	3588	1401	272
TestWell #3	5886	1.56	5.15	99	3574	1370	267
TestWell #3	5887	1.17	5.07	96	3606	1396	272
TestWell #3	5888	2.00	6.42	99	3597	1392	272
TestWell #3	5889	1.85	6.50	101	3610	1377	273
TestWell #3	5890	1.40	6.32	103	3620	1395	273
TestWell #3	5891	1.72	6.40	102	3615	1386	272
TestWell #3	5892	1.66	6.28	101	3630	1406	273
TestWell #3	5893	1.22	6.59	102	3613	1395	272
TestWell #3	5894	1.60	6.71	101	3630	1393	269
TestWell #3	5895	1.78	5.20	102	3632	1372	272
TestWell #3	5896	1.49	5.37	104	3630	1381	270
TestWell #3	5897	1.81	6.93	101	3632	1382	272
TestWell #3	5898	1.66	6.93	102	3627	1380	273
TestWell #3	5899	1.65	6.73	104	3637	1394	271
TestWell #3	5900	1.62	6.17	104	3628	1394	272
TestWell #3	5901	1.89	6.87	104	3636	1396	273
TestWell #3	5902	1.06	6.61	104	3634	1394	273
TestWell #3	5903	1.50	6.61	104	3642	1393	272
TestWell #3	5904	1.16	6.42	104	3638	1397	272
TestWell #3	5905	1.63	6.04	105	3637	1392	272
TestWell #3	5906	1.49	6.26	103	3650	1394	272
TestWell #3	5907	1.89	6.48	104	3639	1399	272
TestWell #3	5908	1.77	6.02	105	3642	1394	272
TestWell #3	5909	1.27	6.85	103	3654	1393	273
TestWell #3	5910	1.03	6.75	104	3638	1396	272
TestWell #3	5911	1.41	6.53	105	3644	1398	272
TestWell #3	5912	1.62	6.69	103	3665	1396	272
TestWell #3	5913	1.34	6.78	103	3644	1396	272
TestWell #3	5914	1.31	6.81	104	3664	1393	272
TestWell #3	5915	1.62	6.57	103	3651	1399	271
TestWell #3	5916	1.63	6.27	105	3674	1399	272
TestWell #3	5917	1.21	6.45	104	3686	1394	272
TestWell #3	5918	1.01	5.54	102	3703	1389	267
TestWell #3	5919	1.08	5.05	101	3657	1383	273
TestWell #3	5920	1.16	5.15	101	3743	1384	272
TestWell #3	5921	1.95	6.51	104	3721	1378	271
TestWell #3	5922	1.74	6.45	103	3677	1394	271
TestWell #3	5923	1.78	6.03	105	3714	1395	272
TestWell #3	5924	1.50	6.56	104	3738	1399	273
TestWell #3	5925	1.58	6.53	101	3761	1398	273
TestWell #3	5926	1.95	6.27	105	3754	1394	271
TestWell #3	5927	1.52	5.62	101	3802	1381	272
TestWell #3	5928	1.76	5.49	100	3755	1375	271
TestWell #3	5929	1.26	5.63	100	3757	1382	273
TestWell #3	5930	1.97	6.43	102	3811	1381	272
TestWell #3	5931	1.65	6.07	102	3785	1385	272
TestWell #3	5932	1.88	6.99	105	3832	1385	273
TestWell #3	5933	1.62	6.44	102	3842	1382	272
TestWell #3	5934	1.84	6.10	100	3821	1391	273
TestWell #3	5935	1.41	6.49	96	3829	1389	273
TestWell #3	5936	1.70	6.76	94	3855	1384	272
TestWell #3	5937	1.78	6.31	97	3828	1388	273
TestWell #3	5938	1.85	6.24	91	3842	1387	272
TestWell #3	5939	1.98	6.80	90	3860	1389	273
TestWell #3	5940	1.07	6.25	99	3858	1383	272
TestWell #3	5941	1.90	6.40	95	3873	1384	272
TestWell #3	5942	1.37	6.91	90	3870	1383	272
TestWell #3	5943	1.36	5.59	99	3858	1385	271
TestWell #3	5944	1.64	6.89	91	3883	1386	271
TestWell #3	5945	1.56	6.71	90	3883	1388	272
TestWell #3	5946	1.30	6.18	88	3883	1381	272
TestWell #3	5947	1.78	6.69	89	3879	1381	272
TestWell #3	5948	1.51	5.51	88	3943	1384	261
TestWell #3	5949	1.76	6.02	90	3885	1377	121
TestWell #3	5950	1.17	5.56	90	3917	1383	272
TestWell #3	5951	1.30	6.54	90	3904	1391	272
TestWell #3	5952	1.09	5.05	95	3903	1389	272
TestWell #3	5953	1.07	6.87	91	3915	1392	272
TestWell #3	5954	1.22	5.91	95	3933	1397	271
TestWell #3	5955	1.51	6.36	101	3899	1392	271
TestWell #3	5956	1.94	6.23	97	3911	1395	271
TestWell #3	5957	1.58	5.84	96	3928	1400	264
TestWell #3	5958	1.19	6.66	98	3927	1377	253
TestWell #3	5959	1.98	5.39	96	3921	1393	251
TestWell #3	5960	1.38	5.76	97	3920	1403	274
TestWell #3	5961	1.05	6.42	98	3922	1399	274
TestWell #3	5962	1.38	6.43	100	3916	1406	273
TestWell #3	5963	1.54	5.75	100	3925	1400	272
TestWell #3	5964	1.79	6.13	100	3911	1393	273
TestWell #3	5965	1.35	6.01	102	3916	1397	271
TestWell #3	5966	1.33	5.33	101	3904	1401	271
TestWell #3	5967	1.26	6.06	101	3899	1403	271
TestWell #3	5968	1.85	6.41	101	3878	1411	269
TestWell #3	5969	1.41	5.21	100	3926	1410	273
TestWell #3	5970	1.60	6.45	101	3876	1406	273
TestWell #3	5971	1.55	6.85	100	3879	1409	274
TestWell #3	5972	1.02	6.85	101	3895	1408	273
TestWell #3	5973	1.18	6.16	99	3877	1414	274
TestWell #3	5974	1.74	6.25	100	3893	1415	274
TestWell #3	5975	1.51	5.41	102	3881	1404	275
TestWell #3	5976	1.88	6.64	102	3876	1415	274
TestWell #3	5977	1.30	6.46	101	3874	1412	273
TestWell #3	5978	1.44	5.46	100	3871	1415	274
TestWell #3	5979	1.27	6.80	99	3938	1408	274
TestWell #3	5980	1.25	6.10	96	3871	1353	270
TestWell #3	5981	1.23	6.28	96	3858	1371	267
TestWell #3	5982	1.44	6.84	93	3851	1369	274
TestWell #3	5983	1.82	6.30	94	3843	1371	269
TestWell #3	5984	1.79	6.93	95	3854	1371	272
TestWell #3	5985	1.70	6.21	98	3860	1380	273
TestWell #3	5986	1.02	6.54	95	3871	1408	272
TestWell #3	5987	1.89	6.82	101	3864	1364	273
TestWell #3	5988	1.67	6.38	96	3892	1400	270
TestWell #3	5989	1.01	6.71	97	3864	1356	268
TestWell #3	5990	1.87	6.74	98	3836	1336	268
TestWell #3	5991	1.52	6.29	97	3854	1351	269
TestWell #3	5992	1.35	6.66	97	3858	1362	268
TestWell #3	5993	1.38	7.23	94	3852	1358	268
TestWell #3	5994	1.57	7.53	99	3855	1366	269
TestWell #3	5995	1.76	8.00	98	3853	1359	269
TestWell #3	5996	1.93	7.89	94	3852	1364	269
TestWell #3	5997	1.24	7.22	96	3860	1366	269
TestWell #3	5998	1.35	7.99	100	3849	1372	269
TestWell #3	5999	1.64	7.03	100	3855	1363	269
TestWell #3	6000	1.67	7.04	99	3860	1373	269
TestWell #3	6001	1.20	6.72	100	3859	1374	270
TestWell #3	6002	1.09	7.01	100	3856	1374	271
TestWell #3	6003	1.14	7.36	97	3861	1376	270
TestWell #3	6004	1.01	7.12	99	3865	1375	269
TestWell #3	6005	1.33	7.34	99	3865	1373	269
TestWell #3	6006	1.95	7.84	100	3880	1369	269
TestWell #3	6007	1.83	7.47	99	3867	1375	269
TestWell #3	6008	1.89	7.56	100	3875	1374	269
TestWell #3	6009	1.77	7.52	99	3870	1377	269
TestWell #3	6010	1.29	7.96	98	3866	1376	270
TestWell #3	6011	1.05	7.48	99	3898	1367	269
TestWell #3	6012	1.15	6.85	98	3881	1376	270
TestWell #3	6013	1.64	6.94	99	3905	1382	271
TestWell #3	6014	1.07	6.96	102	3896	1381	270
TestWell #3	6015	1.48	6.63	99	3930	1385	272
TestWell #3	6016	1.80	6.49	101	3893	1389	271
TestWell #3	6017	1.81	6.77	102	3892	1400	271
TestWell #3	6018	1.21	6.71	100	3914	1396	272
TestWell #3	6019	1.72	6.77	102	3906	1402	273
TestWell #3	6020	1.29	7.84	100	3934	1377	272
TestWell #3	6021	1.55	6.03	100	3923	1404	273
TestWell #3	6022	1.35	6.11	102	3923	1397	273
TestWell #3	6023	1.88	6.42	101	3931	1400	273
TestWell #3	6024	1.46	6.94	102	3935	1404	273
TestWell #3	6025	1.31	6.24	101	3934	1410	272
TestWell #3	6026	1.52	6.45	102	3933	1407	273
TestWell #3	6027	1.50	6.46	101	3937	1409	273
TestWell #3	6028	1.04	6.75	101	3933	1408	273
TestWell #3	6029	1.93	6.74	103	3934	1409	272
TestWell #3	6030	1.73	6.45	102	3941	1407	273
TestWell #3	6031	1.95	6.99	101	3929	1410	272
TestWell #3	6032	1.64	6.73	101	3939	1408	272
TestWell #3	6033	1.46	6.62	103	3940	1410	273
TestWell #3	6034	1.33	6.05	101	3941	1411	272
TestWell #3	6035	1.14	7.03	102	3942	1414	273
TestWell #3	6036	1.01	6.54	102	3955	1412	272
TestWell #3	6037	1.64	6.01	102	3958	1415	273
TestWell #3	6038	1.72	6.71	102	3954	1412	272
TestWell #3	6039	1.90	6.20	102	3954	1412	273
TestWell #3	6040	1.80	6.71	101	3946	1411	272
TestWell #3	6041	1.97	6.65	101	3961	1410	273
TestWell #3	6042	1.59	6.87	100	4003	1398	271
TestWell #3	6043	1.33	6.13	100	3944	1381	271
TestWell #3	6044	1.94	6.18	100	3942	1365	271
TestWell #3	6045	1.11	6.74	100	3949	1391	269
TestWell #3	6046	1.60	6.29	103	3957	1409	271
TestWell #3	6047	1.60	6.58	103	3954	1397	271
TestWell #3	6048	1.74	6.70	102	3952	1405	273
TestWell #3	6049	1.63	6.78	99	3953	1413	272
TestWell #3	6050	1.13	6.30	100	3960	1394	269
TestWell #3	6051	1.01	6.19	100	3977	1395	269
TestWell #3	6052	1.26	6.83	99	3952	1382	270
TestWell #3	6053	1.04	6.13	100	3931	1390	270
TestWell #3	6054	1.47	6.21	100	3941	1384	269
TestWell #3	6055	1.04	6.68	101	3957	1366	269
TestWell #3	6056	1.78	6.92	102	3960	1384	270
TestWell #3	6057	1.28	6.66	99	3947	1386	270
TestWell #3	6058	2.00	6.40	101	3966	1369	270
TestWell #3	6059	1.87	6.52	100	3956	1374	270
TestWell #3	6060	1.13	6.48	101	3944	1388	270
TestWell #3	6061	1.97	6.46	101	3950	1384	270
TestWell #3	6062	1.41	6.29	101	3952	1391	270
TestWell #3	6063	1.41	6.25	99	3921	1387	269
TestWell #3	6064	1.80	6.09	101	3920	1383	270
TestWell #3	6065	1.05	6.79	101	3940	1383	269
TestWell #3	6066	1.34	6.70	99	3931	1378	270
TestWell #3	6067	1.68	6.50	100	3939	1373	270
TestWell #3	6068	1.72	6.42	102	3938	1374	270
TestWell #3	6069	1.37	6.75	102	3935	1378	269
TestWell #3	6070	1.11	6.35	100	3934	1379	270
TestWell #3	6071	1.06	6.13	101	3921	1385	269
TestWell #3	6072	1.78	6.71	101	3921	1387	270
TestWell #3	6073	1.77	6.83	102	3970	1376	269
TestWell #3	6074	1.78	6.52	100	3940	1347	267
TestWell #3	6075	1.35	5.96	101	3941	1377	270
TestWell #3	6076	1.09	5.73	100	3930	1382	270
TestWell #3	6077	1.38	5.11	102	3936	1400	270
TestWell #3	6078	1.52	5.06	103	3948	1380	271
TestWell #3	6079	1.77	5.57	101	3950	1398	270
TestWell #3	6080	1.94	5.30	104	3949	1377	271
TestWell #3	6081	1.20	5.30	104	3933	1388	270
TestWell #3	6082	1.05	5.50	103	4001	1368	271
TestWell #3	6083	1.27	5.19	103	3928	1391	270
TestWell #3	6084	1.95	5.36	102	3877	1390	272
TestWell #3	6085	1.80	5.93	101	3919	1396	271
TestWell #3	6086	1.19	5.48	101	3807	1405	271
TestWell #3	6087	1.30	5.86	103	3952	1409	272
TestWell #3	6088	1.33	5.86	104	3964	1406	271
TestWell #3	6089	1.57	5.46	103	3919	1407	272
TestWell #3	6090	1.15	5.49	104	3775	1409	272
TestWell #3	6091	1.78	5.85	103	3873	1404	272
TestWell #3	6092	1.83	5.53	103	3763	1412	271
TestWell #3	6093	1.37	5.52	102	3740	1412	271
TestWell #3	6094	1.61	5.51	102	3618	1409	271
TestWell #3	6095	1.27	5.23	103	3693	1413	270
TestWell #3	6096	1.76	5.71	102	3637	1415	271
TestWell #3	6097	1.46	5.81	102	3584	1419	272
TestWell #3	6098	1.15	5.24	102	3444	1412	272
TestWell #3	6099	1.82	5.33	102	3456	1410	272
TestWell #3	6100	1.14	5.71	103	3572	1409	270
TestWell #3	6101	1.21	5.17	104	3448	1418	271
TestWell #3	6102	1.35	5.62	103	3368	1412	271
TestWell #3	6103	1.59	5.32	104	3440	1410	271
TestWell #3	6104	1.21	5.53	102	3412	1409	271
TestWell #3	6105	1.50	5.49	102	3431	1391	267
TestWell #3	6106	1.42	5.95	101	3115	1374	272
TestWell #3	6107	1.72	5.83	102	3138	1407	272
TestWell #3	6108	1.91	5.59	99	3094	1415	271
TestWell #3	6109	1.94	5.82	101	3336	1401	271
TestWell #3	6110	1.99	5.57	100	3315	1409	270
TestWell #3	6111	1.14	5.09	99	3196	1401	271
TestWell #3	6112	1.21	5.02	102	2869	1409	271
TestWell #3	6113	1.86	5.68	101	3156	1405	272
TestWell #3	6114	1.85	5.82	100	2826	1354	267
TestWell #3	6115	1.75	5.56	98	2807	1383	267
TestWell #3	6116	1.34	5.54	98	2767	1403	271
TestWell #3	6117	1.06	5.17	97	2831	1400	271
TestWell #3	6118	1.84	5.57	98	2807	1399	271
TestWell #3	6119	1.50	5.69	100	2878	1399	271
TestWell #3	6120	1.44	5.85	98	2839	1404	271
TestWell #3	6121	1.95	5.00	99	2923	1400	271
TestWell #3	6122	1.73	6.39	99	2855	1399	271
TestWell #3	6123	1.31	5.09	99	2939	1399	270
TestWell #3	6124	1.53	5.90	98	2918	1403	270
TestWell #3	6125	1.89	5.37	98	2868	1406	270
TestWell #3	6126	1.22	6.32	97	2907	1407	270
TestWell #3	6127	1.57	6.09	99	2899	1401	270
TestWell #3	6128	1.41	6.33	98	2897	1398	270
TestWell #3	6129	2.79	6.57	98	2865	1404	271
TestWell #3	6130	2.98	6.90	99	2921	1397	271
TestWell #3	6131	1.61	6.46	100	2908	1399	270
TestWell #3	6132	2.23	6.11	99	2854	1400	271
TestWell #3	6133	1.14	6.06	99	2881	1401	272
TestWell #3	6134	1.34	6.20	98	2902	1401	271
TestWell #3	6135	1.44	6.72	99	2855	1405	271
TestWell #3	6136	2.04	5.29	99	2871	1401	271
TestWell #3	6137	1.42	6.32	96	2842	1419	272
TestWell #3	6138	2.45	6.98	98	2730	1409	271
TestWell #3	6139	1.35	6.41	99	2781	1419	271
TestWell #3	6140	1.05	6.37	97	2807	1427	273
TestWell #3	6141	2.58	6.10	97	2833	1422	270
TestWell #3	6142	1.32	6.62	99	2844	1421	273
TestWell #3	6143	1.97	6.10	96	2846	1418	273
TestWell #3	6144	1.76	5.98	97	2818	1430	274
TestWell #3	6145	1.05	5.50	96	2737	1427	274
